"Cg","Datetime","Customer","Sku","Channel","qty","Amt"
"010011","2017-01-04","603165","013622","200","24","1296"
"010011","2017-01-06","115016","013622","200","1296","72057.6"
"010011","2017-01-06","603165","013622","200","48","2592"
"010011","2017-01-10","115016","013622","200","1440","80064"
"010011","2017-01-12","115016","013622","200","1584","88070.4"
"010011","2017-01-12","601001","013622","200","480","23788.8"
"010011","2017-01-17","115016","013622","200","2280","126768"
"010011","2017-01-17","601001","013622","200","600","29736"
"010011","2017-01-20","115016","013622","200","1200","66720"
"010011","2017-01-24","115016","013622","200","1440","80064"
"010011","2017-01-27","115016","013622","200","2400","133440"
"010011","2017-02-03","115016","013622","200","2400","133440"
"010011","2017-02-06","601001","013622","200","240","11894.4"
"010011","2017-02-08","115016","013622","200","1920","106752"
"010011","2017-02-09","115016","013622","200","1920","106752"
"010011","2017-02-10","603165","013622","200","72","3600"
"010011","2017-02-16","603165","013622","200","48","2544"
"010011","2017-02-17","115016","013622","200","2280","126768"
"010011","2017-02-17","601001","013622","200","240","11894.4"
"010011","2017-02-17","603165","013622","200","432","23328"
"010011","2017-02-23","115016","013622","200","3000","166800"
"010011","2017-02-23","601001","013622","200","240","11894.4"
"010011","2017-03-01","115016","013622","200","1800","100080"
"010011","2017-03-03","115016","013622","200","1440","80064"
"010011","2017-03-06","115016","013622","200","2400","133440"
"010011","2017-03-08","115016","013622","200","1920","106752"
"010011","2017-03-14","115016","013622","200","1560","86736"
"010011","2017-03-17","115016","013622","200","1080","60048"
"010011","2017-03-20","115016","013622","200","1800","100080"
"010011","2017-03-23","115016","013622","200","1080","60048"
"010011","2017-03-24","601001","013622","200","840","41412"
"010011","2017-03-24","603165","013622","200","216","11448"
"010011","2017-03-29","115016","013622","200","1440","80064"
"010011","2017-03-29","603165","013622","200","240","12720"
"010011","2017-03-30","115016","013622","200","1080","60048"
"010011","2017-03-30","603165","013622","200","240","12720"
"010011","2017-04-05","115016","013622","200","1440","80064"
"010011","2017-04-07","115016","013622","200","1560","86736"
"010011","2017-04-11","115016","013622","200","1320","73392"
"010011","2017-04-17","115016","013622","200","336","18681.6"
"010011","2017-04-17","603165","013622","200","96","4797.12"
"010011","2017-04-18","603165","013622","200","96","4797.12"
"010011","2017-04-19","601001","013622","200","600","29580"
"010011","2017-04-19","603165","013622","200","96","4797.12"
"010011","2017-04-20","603165","013622","200","96","4797.12"
"010011","2017-04-21","115016","013622","200","1680","93408"
"010011","2017-04-21","603165","013622","200","96","4797.12"
"010011","2017-04-26","115016","013622","200","1056","58713.6"
"010011","2017-04-27","603165","013622","200","96","4797.12"
"010011","2017-04-28","115016","013622","200","1320","73392"
"010011","2017-05-09","115016","013622","200","1680","93408"
"010011","2017-05-11","603165","013622","200","120","5996.4"
"010011","2017-05-12","115016","013622","200","1080","60048"
"010011","2017-05-13","601001","013622","200","240","11832"
"010011","2017-05-17","603165","013622","200","240","12720"
"010011","2017-05-18","115016","013622","200","1680","93408"
"010011","2017-05-19","115016","013622","200","1200","66720"
"010011","2017-05-20","603165","013622","200","480","23985.6"
"010011","2017-05-25","115016","013622","200","1200","66720"
"010011","2017-05-26","601001","013622","200","240","11832"
"010011","2017-05-31","115016","013622","200","2040","113424"
"010011","2017-06-07","115016","013622","200","1920","106752"
"010011","2017-06-07","603165","013622","200","192","9594.24"
"010011","2017-06-09","115016","013622","200","2160","120096"
"010011","2017-06-09","603165","013622","200","192","9594.24"
"010011","2017-06-15","115016","013622","200","1320","73392"
"010011","2017-06-15","603165","013622","200","96","4797.12"
"010011","2017-06-22","603165","013622","200","288","14391.36"
"010011","2017-06-23","601001","013622","200","240","11832"
"010011","2017-06-29","115016","013622","200","3600","200160"
"010011","2017-06-29","603165","013622","200","96","4797.12"
"010011","2017-06-30","115016","013622","200","1200","66720"
"010011","2017-07-03","601001","013622","200","240","11832"
"010011","2017-07-07","603165","013622","200","240","11992.8"
"010011","2017-07-11","601001","013622","200","240","11832"
"010011","2017-07-11","603165","013622","200","768","38376.96"
"010011","2017-07-13","115016","013622","200","2040","113424"
"010011","2017-07-13","603165","013622","200","288","14391.36"
"010011","2017-07-14","115016","013622","200","1440","80064"
"010011","2017-07-18","601001","013622","200","240","11832"
"010011","2017-07-19","603165","013622","200","288","14391.36"
"010011","2017-07-20","115016","013622","200","1560","86736"
"010011","2017-07-21","612030","013622","200","5","397.1963"
"010011","2017-07-22","603165","013622","200","480","23985.6"
"010011","2017-07-26","115016","013622","200","1440","80064"
"010011","2017-08-01","115016","013622","200","1080","60048"
"010011","2017-08-01","601001","013622","200","240","11832"
"010011","2017-08-05","603165","013622","200","240","11992.8"
"010011","2017-08-09","115016","013622","200","2760","153456"
"010011","2017-08-10","115016","013622","200","1200","66720"
"010011","2017-08-11","612030","013622","200","3","238.3178"
"010011","2017-08-14","612030","013622","200","2","158.8785"
"010011","2017-08-17","115016","013622","200","2760","153456"
"010011","2017-08-19","603165","013622","200","360","17989.2"
"010011","2017-08-22","115016","013622","200","1560","86736"
"010011","2017-08-24","601001","013622","200","240","11832"
"010011","2017-08-28","603165","013622","200","240","11992.8"
"010011","2017-08-31","115016","013622","200","1440","80064"
"010011","2017-09-05","115016","013622","200","1560","86736"
"010011","2017-09-06","601001","013622","200","480","23664"
"010011","2017-09-07","115016","013622","200","1800","100080"
"010011","2017-09-12","115016","013622","200","744","41366.4"
"010011","2017-09-12","603165","013622","200","432","21587.04"
"010011","2017-09-25","603165","013622","200","48","2398.56"
"010011","2017-09-27","115016","013622","200","1800","100080"
"010011","2017-09-29","601001","013622","200","120","5916"
"010011","2017-09-30","115016","013622","200","1920","106752"
"010011","2017-10-03","603165","013622","200","240","11992.8"
"010011","2017-10-04","612030","013622","200","1","79.4393"
"010011","2017-10-06","601001","013622","200","120","5916"
"010011","2017-10-09","603165","013622","200","360","17989.2"
"010011","2017-10-12","115016","013622","200","2880","160128"
"010011","2017-10-12","601001","013622","200","120","5916"
"010011","2017-10-14","115016","013622","200","1680","93408"
"010011","2017-10-20","115016","013622","200","2040","113424"
"010011","2017-10-21","603165","013622","200","120","5996.4"
"010011","2017-10-24","612030","013622","200","1","79.4393"
"010011","2017-10-27","115016","013622","200","1320","73392"
"010011","2017-10-27","601001","013622","200","120","5916"
"010011","2017-10-30","603165","013622","200","360","17989.2"
"010011","2017-10-31","115016","013622","200","1056","58713.6"
"010011","2017-11-03","601001","013622","200","168","8282.4"
"010011","2017-11-08","115016","013622","200","1608","89404.8"
"010011","2017-11-09","115016","013622","200","1920","106752"
"010011","2017-11-15","115016","013622","200","720","40032"
"010011","2017-11-17","115016","013622","200","1200","66720"
"010011","2017-11-20","601001","013622","200","168","8282.4"
"010011","2017-11-25","601001","013622","200","288","14198.4"
"010011","2017-11-27","603165","013622","200","408","20387.76"
"010011","2017-11-28","115016","013622","200","1680","93408"
"010011","2017-11-30","601001","013622","200","120","5916"
"010011","2017-12-06","115016","013622","200","1080","60048"
"010011","2017-12-08","603165","013622","200","408","20387.76"
"010011","2017-12-08","612030","013622","200","5","397.1963"
"010011","2017-12-11","115016","013622","200","2160","120096"
"010011","2017-12-13","612030","013622","200","3","170.0935"
"010011","2017-12-13","619433","013622","200","4","317.757"
"010011","2017-12-14","601001","013622","200","120","5916"
"010011","2017-12-18","115016","013622","200","2160","120096"
"010011","2017-12-18","612030","013622","200","4","317.757"
"010011","2017-12-23","601001","013622","200","192","9465.6"
"010011","2017-12-23","603165","013622","200","480","23985.6"
"010011","2017-12-26","115016","013622","200","5040","280224"
"010011","2017-12-27","612030","013622","200","2","158.8785"
"010011","2018-01-05","601001","013622","200","48","2366.4"
"010011","2018-01-09","603165","013622","200","432","21587.04"
"010011","2018-01-10","612030","013622","200","3","238.3178"
"010011","2018-01-11","115016","013622","200","3864","214838.4"
"010011","2018-01-12","601001","013622","200","216","10648.8"
"010011","2018-01-15","115016","013622","200","2520","140112"
"010011","2018-01-18","115016","013622","200","1320","73392"
"010011","2018-01-18","612030","013622","200","1","79.4393"
"010011","2018-01-19","603165","013622","200","432","21587.04"
"010011","2018-01-22","115016","013622","200","3000","166800"
"010011","2018-01-23","612030","013622","200","5","397.1963"
"010011","2018-01-24","115016","013622","200","1320","73392"
"010011","2018-01-25","612030","013622","200","1","79.4393"
"010011","2018-01-26","603165","013622","200","72","3597.84"
"010011","2018-01-27","603165","013622","200","384","19188.48"
"010011","2018-01-29","603165","013622","200","216","10793.52"
"010011","2018-01-31","115016","013622","200","3120","173472"
"010011","2018-02-01","603165","013622","200","48","2398.56"
"010011","2018-02-02","603165","013622","200","120","5996.4"
"010011","2018-02-03","601001","013622","200","192","9465.6"
"010011","2018-02-03","603165","013622","200","48","2398.56"
"010011","2018-02-08","115016","013622","200","3840","213504"
"010011","2018-02-08","612030","013622","200","5","377.3364"
"010011","2018-02-15","115016","013622","200","3120","173472"
"010011","2018-02-15","603165","013622","200","408","20387.76"
"010011","2018-02-15","619433","013622","200","2","158.8411"
"010011","2018-02-21","603165","013622","200","240","11992.8"
"010011","2018-02-22","612030","013622","200","2","158.8785"
"010011","2018-02-23","619433","013622","200","1","79.4393"
"010011","2018-02-24","115016","013622","200","1560","86736"
"010011","2018-02-24","601001","013622","200","240","11832"
"010011","2018-02-24","603165","013622","200","120","5996.4"
"010011","2018-02-27","601001","013622","200","120","5916"
"010011","2018-03-03","603165","013622","200","96","4797.12"
"010011","2018-03-05","115016","013622","200","4680","260208"
"010011","2018-03-06","601001","013622","200","240","11832"
"010011","2018-03-06","603165","013622","200","552","27583.44"
"010011","2018-03-07","603165","013622","200","24","1199.28"
"010011","2018-03-08","601001","013622","200","240","11832"
"010011","2018-03-08","612030","013622","200","2","158.8785"
"010011","2018-03-09","115016","013622","200","3480","193488"
"010011","2018-03-09","603165","013622","200","144","7195.68"
"010011","2018-03-12","115016","013622","200","1560","86736"
"010011","2018-03-14","603165","013622","200","552","27583.44"
"010011","2018-03-15","603165","013622","200","504","25184.88"
"010011","2018-03-24","601001","013622","200","240","11832"
"010011","2018-03-28","115016","013622","200","4320","240192"
"010011","2018-03-30","115016","013622","200","8712","484387.2"
"010011","2018-03-31","603165","013622","200","480","23985.6"
"010011","2018-04-05","603165","013622","200","2112","105536.64"
"010011","2018-04-06","601001","013622","200","120","5916"
"010011","2018-04-11","115016","013622","200","1008","56044.8"
"010011","2018-04-12","115016","013622","200","960","53376"
"010011","2018-04-17","115016","013622","200","5040","280224"
"010011","2018-04-20","612030","013622","200","2","158.8785"
"010011","2018-04-25","603165","013622","200","1152","57565.44"
"010011","2018-04-27","115016","013622","200","2232","124099.2"
"010011","2018-04-27","601001","013622","200","192","9465.6"
"010011","2018-04-28","612030","013622","200","3","238.3178"
"010011","2018-05-03","612030","013622","200","5","397.1963"
"010011","2018-05-04","601001","013622","200","120","5916"
"010011","2018-05-04","619433","013622","200","1","79.4393"
"010011","2018-05-07","115016","013622","200","1920","106752"
"010011","2018-05-07","619433","013622","200","1","78.3926"
"010011","2018-05-09","612030","013622","200","2","158.8785"
"010011","2018-05-10","601001","013622","200","240","11832"
"010011","2018-05-11","115016","013622","200","2640","146784"
"010011","2018-05-15","115016","013622","200","1224","68054.4"
"010011","2018-05-16","603165","013622","200","1176","58764.72"
"010011","2018-05-17","612030","013622","200","1","79.4393"
"010011","2018-05-18","601001","013622","200","120","5916"
"010011","2018-05-19","115016","013622","200","720","40032"
"010011","2018-05-22","601001","013622","200","120","5916"
"010011","2018-05-25","612030","013622","200","2","158.8785"
"010011","2018-05-31","115016","013622","200","24","1334.4"
"010011","2018-06-01","115016","013622","200","24","1334.4"
"010011","2018-06-01","612030","013622","200","3","227.1028"
"010011","2018-06-05","612030","013622","200","2","151.4019"
"010011","2018-06-06","115016","013622","200","2448","136108.8"
"010011","2018-06-07","115016","013622","200","2280","126768"
"010011","2018-06-11","612030","013622","200","3","238.3178"
"010011","2018-06-12","603165","013622","200","1152","57565.44"
"010011","2018-06-13","115016","013622","200","2880","160128"
"010011","2018-06-15","612030","013622","200","14","1042.9906"
"010011","2018-06-18","115016","013622","200","1200","66720"
"010011","2018-06-22","115016","013622","200","1080","60048"
"010011","2018-06-22","612030","013622","200","4","291.5888"
"010011","2018-06-30","603165","013622","200","24","1199.28"
"010011","2018-07-05","603165","013622","200","96","4797.12"
"010011","2018-07-12","115016","013622","200","2400","133440"
"010011","2018-07-21","603165","013622","200","1128","56366.16"
"010011","2018-07-25","603165","013622","200","48","2398.56"
"010011","2018-07-30","603165","013622","200","1368","68358.95999999999"
"010011","2018-08-03","115016","013622","200","2040","113424"
"010011","2018-08-08","612030","013622","200","12","897.1963"
"010011","2018-08-17","115016","013622","200","6000","333600"
"010011","2018-08-21","612030","013622","200","12","897.1963"
"010011","2018-08-29","612030","013622","200","24","1704.6729"
"010011","2018-09-04","115016","013622","200","2760","153456"
"010011","2018-09-08","619433","013622","200","1","78.8972"
"010011","2018-09-12","612030","013622","200","12","897.1962"
"010011","2018-09-14","115016","013622","200","3600","200160"
"010011","2018-09-28","115016","013622","200","4032","224179.2"
"010011","2018-09-29","612030","013622","200","1","75.7009"
"010011","2018-10-08","612030","013622","200","12","897.1963"
"010011","2018-10-09","115016","013622","200","1104","61382.4"
"010011","2018-10-11","115016","013622","200","1128","62716.8"
"010011","2018-10-12","603165","013622","200","528","26384.16"
"010011","2018-10-19","115016","013622","200","2880","160128"
"010011","2018-10-27","601001","013622","200","120","6302.4"
"010011","2018-11-01","115016","013622","200","4200","233520"
"010011","2018-11-01","603165","013622","200","672","33579.84"
"010011","2018-11-07","115016","013622","200","4800","266880"
"010011","2018-11-07","603165","013622","200","192","9594.24"
"010011","2018-11-08","601001","013622","200","240","12604.8"
"010011","2018-11-09","603165","013622","200","72","3597.84"
"010011","2018-11-16","603165","013622","200","240","11992.8"
"010011","2018-11-17","603165","013622","200","264","13192.08"
"010011","2018-11-20","115016","013622","200","2400","133440"
"010011","2018-11-20","603165","013622","200","72","3597.84"
"010011","2018-11-22","115016","013622","200","1464","81398.4"
"010011","2018-11-22","603165","013622","200","264","13192.08"
"010011","2018-11-24","603165","013622","200","96","4797.12"
"010011","2018-11-27","115016","013622","200","504","28022.4"
"010011","2018-11-27","603165","013622","200","216","10793.52"
"010011","2018-11-29","603165","013622","200","120","5996.4"
"010011","2018-12-03","603165","013622","200","168","8394.96"
"010011","2018-12-04","603165","013622","200","192","9594.24"
"010011","2018-12-04","612030","013622","200","8","635.52"
"010011","2018-12-06","115016","013622","200","3120","173472"
"010011","2018-12-08","612030","013622","200","1","79.44"
"010011","2018-12-10","612030","013622","200","1","67.29"
"010011","2018-12-10","619433","013622","200","3","280.37"
"010011","2018-12-11","603165","013622","200","216","10793.52"
"010011","2018-12-11","612030","013622","200","12","897.2"
"010011","2018-12-13","603165","013622","200","24","1199.28"
"010011","2018-12-13","612030","013622","200","13","964.49"
"010011","2018-12-14","115016","013622","200","2520","140112"
"010011","2018-12-17","612030","013622","200","1","79.44"
"010011","2018-12-18","603165","013622","200","192","9594.24"
"010011","2018-12-19","115016","013622","200","1584","88070.4"
"010011","2018-12-20","115016","013622","200","792","44035.2"
"010011","2018-12-20","619433","013622","200","2","186.92"
"010011","2018-12-21","612030","013622","200","4","302.8"
"010011","2018-12-22","603165","013622","200","192","9594.24"
"010011","2018-12-26","601001","013622","200","120","6302.4"
"010011","2018-12-27","115016","013622","200","1368","76060.8"
"010011","2018-12-27","612030","013622","200","47","3488.7999999999997"
"010011","2019-01-03","612030","013622","200","4","317.76"
"010011","2019-01-04","115016","013622","200","936","52041.6"
"010011","2019-01-04","612030","013622","200","12","897.2"
"010011","2019-01-08","612030","013622","200","26","2009.36"
"010011","2019-01-10","115016","013622","200","2640","146784"
"010011","2019-01-14","115016","013622","200","2400","133440"
"010011","2019-01-17","115016","013622","200","1800","100080"
"010011","2019-01-17","612030","013622","200","3","227.1"
"010011","2019-01-18","115016","013622","200","816","45369.6"
"010011","2019-01-18","612030","013622","200","3","227.1"
"010011","2019-01-21","612030","013622","200","2","151.4"
"010011","2019-01-23","612030","013622","200","12","852.34"
"010011","2019-01-24","115016","013622","200","3336","185481.6"
"010011","2019-01-30","603165","013622","200","480","23985.6"
"010011","2019-01-31","115016","013622","200","3360","186816"
"010011","2019-01-31","612030","013622","200","1","79.44"
"010011","2019-02-01","603165","013622","200","144","7195.68"
"010011","2019-02-02","619433","013622","200","2","186.92"
"010011","2019-02-04","612030","013622","200","1","79.44"
"010011","2019-02-06","612030","013622","200","3","238.32"
"010011","2019-02-09","603165","013622","200","144","7195.68"
"010011","2019-02-12","603165","013622","200","672","33579.84"
"010011","2019-02-14","115016","013622","200","1200","66720"
"010011","2019-02-18","612030","013622","200","1","79.44"
"010011","2019-02-22","619433","013622","200","1","93.46"
"010011","2019-02-23","115016","013622","200","1584","88070.4"
"010011","2019-02-25","603165","013622","200","48","2398.56"
"010011","2019-02-26","619433","013622","200","1","93.46"
"010011","2019-02-27","603165","013622","200","24","1199.28"
"010011","2019-02-28","115016","013622","200","2400","133440"
"010011","2019-02-28","603165","013622","200","216","10793.52"
"010011","2019-03-05","612030","013622","200","1","79.44"
"010011","2019-03-08","603165","013622","200","432","21587.04"
"010011","2019-03-09","612030","013622","200","2","158.88"
"010011","2019-03-11","612030","013622","200","3","238.32"
"010011","2019-03-13","115016","013622","200","2400","133440"
"010011","2019-03-13","603165","013622","200","216","10793.52"
"010011","2019-03-13","612030","013622","200","4","317.76"
"010011","2019-03-15","601001","013622","200","240","12000"
"010011","2019-03-15","619433","013622","200","3","280.37"
"010011","2019-03-18","603165","013622","200","168","8394.96"
"010011","2019-03-22","612030","013622","200","2","158.88"
"010011","2019-03-22","619433","013622","200","6","560.75"
"010011","2019-03-27","601001","013622","200","96","4800"
"010011","2019-03-27","612030","013622","200","14","1037.39"
"010011","2019-03-28","115016","013622","200","2832","157459.2"
"010011","2019-03-28","612030","013622","200","13","859.8100000000001"
"010011","2019-03-29","612030","013622","200","12","897.2"
"010011","2019-04-01","115016","013622","200","2400","133440"
"010011","2019-04-01","612030","013622","200","12","897.2"
"010011","2019-04-03","603165","013622","200","648","32380.56"
"010011","2019-04-04","612030","013622","200","3","238.32"
"010011","2019-04-06","601001","013622","200","264","13200"
"010011","2019-04-06","603165","013622","200","384","19188.48"
"010011","2019-04-10","612030","013622","200","12","897.2"
"010011","2019-04-11","115016","013622","200","3600","200160"
"010011","2019-04-17","612030","013622","200","3","238.32"
"010011","2019-04-18","115016","013622","200","3576","198825.6"
"010011","2019-04-18","612030","013622","200","12","897.2"
"010011","2019-04-19","603165","013622","200","456","22786.32"
"010011","2019-04-20","601001","013622","200","288","14400"
"010011","2019-04-25","612030","013622","200","3","224.3"
"010011","2019-04-25","619433","013622","200","3","280.37"
"010011","2019-04-26","603165","013622","200","336","16789.92"
"010011","2019-04-27","612030","013622","200","16","1142.06"
"010011","2019-05-03","603165","013622","200","744","37177.68"
"010011","2019-05-14","612030","013622","200","18","1366.3600000000001"
"010011","2019-05-14","619433","013622","200","1","65.42"
"010011","2019-05-15","612030","013622","200","48","2727.48"
"010011","2019-05-20","612030","013622","200","1","79.44"
"010011","2019-05-21","603165","013622","200","312","15590.64"
"010011","2019-05-21","612030","013622","200","12","852.34"
